sample	TCGA-BT-A20R-11	TCGA-GD-A3OP-11	TCGA-BT-A20U-11	TCGA-K4-A3WV-11	TCGA-CU-A0YN-11	TCGA-BL-A13J-11	TCGA-K4-A54R-11	TCGA-BT-A20N-11	TCGA-GD-A3OQ-11	TCGA-BT-A2LB-11	TCGA-BT-A20W-11	TCGA-CU-A0YR-11	TCGA-BT-A2LA-11	TCGA-K4-A5RI-11	TCGA-GC-A3WC-11	TCGA-GC-A6I3-11	TCGA-GD-A2C5-11	TCGA-BT-A20Q-11	TCGA-GC-A3BM-11
KIF23	-3.032267686	-1.954767686	0.536932314	-3.793667686	2.459832314	-4.136067686	-3.247567686	-2.096867686	-2.132967686	0.049232314	1.348132314	-1.869767686	-1.434467686	-1.013867686	-1.896067686	0.240632314	0.159432314	-2.156967686	-1.055367686
KIF22	-2.233207242	-0.650507242	-0.104407242	-0.099707242	-0.241807242	-1.787307242	-1.498207242	-1.914907242	-1.103307242	-0.462007242	-0.120907242	-0.838607242	0.942292758	-0.564507242	-0.953207242	1.701792758	-0.345707242	-1.673607242	-0.737507242
COL4A6	8.106169294	4.424669294	5.076269294	3.363469294	7.919469294	7.219169294	5.649469294	7.716169294	6.531769294	2.922369294	6.165069294	7.153369294	4.807769294	4.998469294	7.058369294	4.132769294	4.239269294	7.668569294	6.398969294
XRCC1	-0.724789489	-0.046689489	-0.394289489	0.025210511	-0.092789489	-0.043389489	-0.776789489	-0.475089489	-0.448589489	-0.467389489	0.092610511	0.140910511	0.089210511	-0.173689489	0.238710511	0.653210511	0.326510511	-0.170289489	-0.245289489
XRCC3	-2.643018845	0.024581155	-0.177018845	-0.018018845	-1.127018845	-2.028518845	-0.106018845	-2.406918845	0.087281155	-1.030818845	-0.653818845	-1.037118845	-1.143218845	-0.635018845	-0.957618845	1.251481155	-0.754618845	-2.304518845	-0.170418845
XRCC2	-3.132165291	-2.239565291	-0.552065291	-2.791765291	0.379634709	-1.793365291	-4.418465291	-1.923265291	-1.255165291	-1.897665291	0.890934709	-2.898465291	-2.952365291	-1.742565291	-2.029465291	-0.667265291	-1.649865291	-2.707765291	-1.414365291
MEIS1	2.439189372	2.689089372	2.483189372	1.293489372	3.168489372	3.055489372	1.631089372	2.882089372	1.939989372	2.242489372	2.162689372	3.018289372	0.691789372	2.023889372	2.942289372	0.675089372	1.286889372	3.185789372	1.918489372
NARF	-0.60488494	0.29391506	-0.29908494	0.64201506	-0.53368494	-0.47818494	-0.23288494	-0.83718494	-0.16968494	-0.30278494	-0.41378494	-0.51048494	0.56031506	-0.15388494	-0.07628494	1.29321506	0.94851506	-0.62978494	0.23951506
CTLA4	-2.03033332	0.53096668	0.10276668	-1.06463332	-3.15953332	-3.65353332	1.02856668	-0.82143332	-0.42123332	1.25036668	1.82946668	0.35976668	-1.21203332	3.56936668	2.51066668	5.05996668	1.79656668	-4.45063332	0.24486668
MIER2	-0.479597948	1.158602052	0.136502052	0.760802052	0.032902052	-0.311797948	1.163002052	-0.186597948	0.422002052	0.903002052	0.002602052	0.261602052	1.247402052	1.029102052	0.196902052	1.106502052	0.398602052	-0.191697948	0.494802052
PAPD7	0.09870835	-0.05209165	-0.49049165	-0.19189165	-0.17019165	-0.07859165	0.82100835	0.13830835	-0.16909165	0.41230835	-0.14529165	-0.21169165	-0.08869165	0.45680835	0.06890835	0.82440835	-0.24819165	-0.45959165	0.38360835
NCRNA00116	0.15520096	0.43090096	0.87400096	0.25030096	0.24530096	0.31190096	-0.17759904	0.50750096	0.00530096	0.50400096	0.25820096	-0.03099904	0.61980096	0.65730096	-0.45899904	1.39060096	0.53190096	0.63970096	-0.31399904
NCRNA00115	-0.663119204	-0.091619204	0.259780796	-0.033819204	-0.940719204	-0.685219204	0.562180796	-1.949819204	-0.450919204	0.030280796	-0.220119204	0.022880796	-1.896319204	0.000780796	0.010780796	0.258880796	-2.061319204	-1.431519204	-0.564019204
LMNB2	-1.353669146	-0.596069146	0.316930854	-0.805269146	0.682830854	-1.538369146	-0.153169146	-1.137369146	-0.670469146	0.205330854	0.398430854	-1.221869146	-0.477069146	-0.195969146	-1.252569146	0.553830854	0.570630854	-0.965269146	-0.693969146
LMNB1	-0.088307788	-1.502107788	0.713792212	-2.868007788	0.610692212	-4.670507788	-1.966207788	-2.168807788	-1.925907788	0.185192212	0.965092212	-1.198407788	-1.048807788	0.091292212	-1.650007788	0.101992212	0.058292212	-5.078807788	-1.330307788
MRPS26	-0.857040328	-0.103540328	0.164259672	0.357859672	-0.467440328	-0.526340328	-1.407940328	-0.450440328	-0.596640328	-0.755240328	-0.264640328	-0.552040328	-0.096640328	-0.123340328	-0.579240328	0.710859672	0.060959672	-0.310840328	-1.164540328
CD276	-0.319876629	-0.877076629	-2.128476629	-1.022376629	0.312823371	-0.436376629	-0.779676629	-0.541876629	-0.208776629	-1.863876629	0.621223371	-0.216376629	-0.371276629	-0.205976629	-0.378376629	0.355923371	0.038823371	-0.047476629	-0.496076629
MRPS21	-0.399250433	-0.045450433	0.222349567	0.282649567	-0.354650433	-0.384750433	-0.528650433	-0.571350433	-0.561150433	-0.334850433	0.431149567	-0.133050433	0.426049567	-0.048250433	-0.072850433	1.383349567	-0.125050433	-0.480150433	-0.210050433
LOC100144604	-1.931718322	4.598781678	-1.103718322	6.703181678	-1.146318322	0.050281678	4.461181678	-1.931718322	4.716581678	-1.931718322	-0.864118322	1.364481678	4.277681678	3.632381678	1.591281678	0.870681678	5.088281678	0.723681678	2.899481678
LOC100144603	-1.808301639	-1.027501639	-0.329001639	0.346798361	-1.215901639	-1.869801639	-1.695901639	-1.007501639	-1.062101639	-0.363801639	-0.903601639	-3.177301639	-0.303701639	-0.315101639	-2.062101639	0.441898361	-0.645101639	-2.264001639	-0.062101639
CTSL2	-5.283044245	-2.173644245	2.254755755	-2.955444245	-3.994944245	-5.615044245	-1.232444245	-6.412144245	-2.353644245	3.082355755	-0.943344245	-6.412144245	-1.814844245	-3.870144245	-3.311144245	-2.873044245	0.171255755	-5.498844245	-1.613744245
MAD2L1	-2.339655029	-2.157655029	-0.060355029	-2.200955029	0.768744971	-2.139955029	-3.586255029	-2.604655029	-1.800755029	-0.185255029	0.527244971	-1.368455029	-0.254255029	-0.814455029	-2.040055029	0.506144971	-0.126455029	-2.361255029	-1.340355029
NDUFB11	-0.866576145	-0.233676145	0.127923855	-0.024176145	-0.593376145	-1.107776145	-0.597376145	-1.109976145	-0.920876145	0.086323855	-0.288676145	-0.664676145	0.605023855	0.071423855	-0.730276145	1.582023855	-0.176776145	-0.904976145	-0.418776145
UTP6	-0.005496824	0.213503176	-0.207396824	-0.258496824	-0.548296824	-0.548996824	0.333803176	-0.190896824	-0.403096824	0.348903176	-0.004596824	-0.380396824	0.163303176	-0.243396824	-0.244096824	0.086503176	0.235503176	-0.384596824	0.023503176
JMJD6	1.321700788	0.353700788	-0.319999212	-0.180199212	-0.012599212	0.687400788	1.253200788	1.438900788	-0.101899212	0.906600788	0.292000788	0.330100788	1.616400788	0.824400788	0.835400788	1.121100788	0.627000788	0.746000788	1.425800788
BHMT	-0.207951689	5.158648311	-0.881351689	7.370448311	0.358248311	0.016048311	7.926148311	-0.273551689	8.154748311	-2.367551689	7.697548311	4.397748311	8.126248311	7.121248311	0.677148311	5.487848311	8.374948311	0.618848311	6.241148311
CCDC34	-1.731086243	-1.132086243	-0.016486243	-0.405086243	0.020313757	-1.457986243	-1.571086243	-1.610086243	-0.884786243	-0.357286243	0.089013757	-1.872486243	0.517713757	-1.303986243	-1.170486243	-0.034186243	-0.378986243	-2.143986243	-0.794686243
PLA2G2A	7.886546266	4.414046266	6.708246266	3.170546266	7.913146266	6.921646266	2.099546266	6.847346266	4.042746266	1.080946266	7.671346266	6.639846266	8.435046266	8.868046266	7.933146266	6.285946266	2.910646266	4.200046266	4.818246266
PLA2G2F	-1.472846016	5.644553984	1.211153984	9.200353984	-0.687446016	-1.472846016	8.525853984	-1.472846016	7.797453984	-1.472846016	6.050853984	3.561253984	7.635853984	7.201853984	4.965353984	6.903653984	4.415053984	0.707853984	8.204153984
PTTG3P	-1.964591526	-0.942191526	0.719408474	-1.964591526	0.798508474	-1.964591526	-1.964591526	-1.964591526	-1.549691526	0.530608474	-0.061691526	-0.842591526	-1.456791526	-0.673491526	-0.505491526	1.871308474	0.918908474	-1.051291526	-0.420491526
CAPN14	-2.317901163	3.325298837	7.346798837	1.267698837	-2.013501163	-1.115101163	4.903498837	-2.798901163	4.143198837	5.939998837	1.325298837	0.408298837	3.638298837	2.905298837	1.107398837	1.443598837	2.113098837	-2.798901163	3.147898837
CAPN13	-4.749485689	4.464814311	2.152614311	4.399514311	-4.749485689	-4.749485689	3.149914311	-4.749485689	3.341114311	-2.829985689	1.966314311	-0.240785689	3.718814311	1.389414311	0.752414311	-0.847985689	5.136214311	-4.749485689	2.830514311
FAM128B	-0.317014795	-0.588714795	0.476985205	-0.516914795	-0.043114795	-0.622414795	-0.999014795	-0.518814795	-1.072914795	-0.144014795	-0.643614795	-0.295814795	0.436085205	0.342585205	-0.426314795	1.483085205	0.017985205	-0.335114795	-0.628314795
FAM128A	-0.492038104	-0.557238104	0.589161896	-0.132038104	-0.255938104	-0.717338104	-1.823338104	-0.966938104	-0.983538104	0.042461896	-0.604338104	-0.317738104	-0.007238104	-0.169238104	-0.330438104	1.646261896	-0.049438104	-0.365338104	-0.814638104
RACGAP1P	-0.17183009	-1.54083009	-0.19013009	-0.50493009	1.50106991	-0.74373009	-0.86513009	-1.54083009	-1.12593009	-0.28293009	-0.13823009	-0.41883009	-1.03303009	-0.97293009	-0.42563009	-0.32173009	0.65716991	-0.62753009	0.28896991
DEM1	-1.259170675	-0.344170675	-0.431470675	0.039729325	0.184329325	-0.779570675	-0.654170675	-0.980470675	0.159329325	-0.614170675	-0.056770675	-0.620570675	-0.146270675	-0.222070675	-0.131470675	0.092729325	0.492729325	-0.162870675	-0.406170675
COX7B	0.600684292	0.230184292	1.403984292	0.014684292	0.259084292	-0.060715708	-0.553915708	0.140184292	-0.363215708	0.721184292	0.020984292	0.017484292	0.788684292	-0.153915708	-0.016715708	0.952584292	-0.353215708	0.217384292	-0.455915708
SARS2	-1.177313968	0.461486032	0.199186032	0.520386032	-0.936413968	-1.230413968	-0.429413968	-1.423913968	0.121486032	-0.166813968	0.094186032	-0.595713968	0.706386032	0.063486032	-0.252713968	0.939586032	-0.027613968	-1.069213968	-0.406313968
HS3ST6	-1.681608623	6.563991377	4.540291377	7.172191377	-1.681608623	-1.681608623	4.478091377	-1.681608623	5.669691377	4.629191377	3.923391377	0.972391377	6.338791377	3.882491377	3.391091377	4.820491377	5.734991377	-1.681608623	4.711391377
HS3ST5	-1.629631986	3.456368014	-2.110631986	4.773468014	0.798668014	-1.313531986	4.400368014	-0.651331986	5.983468014	-2.110631986	3.207868014	3.346868014	5.951368014	2.968468014	3.255068014	1.253368014	3.522968014	-1.197331986	4.533268014
HS3ST1	-1.132367671	3.933432329	1.736332329	2.002832329	-2.155567671	-0.854767671	5.633232329	-2.414067671	3.032832329	4.888832329	1.575232329	1.517232329	5.687932329	4.269932329	3.355532329	3.040332329	4.344632329	-1.243167671	4.381332329
TRIM24	-1.046320866	0.150779134	0.260379134	0.693579134	-0.431320866	-0.378820866	-0.684320866	-0.868020866	-0.004420866	0.349079134	-0.061020866	-0.736720866	0.335679134	-0.953720866	-0.687720866	-0.039520866	0.349079134	-0.621720866	0.251479134
C11orf92	2.163448506	4.487348506	3.628948506	5.097548506	0.774348506	0.498748506	4.598748506	1.046148506	5.434248506	1.309948506	2.406648506	2.610648506	3.893748506	3.150248506	2.956048506	1.733348506	4.170448506	0.551148506	4.300848506
PARP12	-1.839361998	0.965738002	-0.499861998	-0.140461998	-2.057661998	-1.564861998	-0.422261998	-1.606161998	-0.307161998	-1.190561998	-0.604161998	-0.748961998	-0.641761998	-0.093661998	-0.549561998	0.862138002	-0.908061998	-1.902061998	-0.433761998
KRT14	-3.555557815	3.540442185	7.711742185	-0.287257815	-4.524757815	-5.310157815	-0.780157815	-5.310157815	-2.195057815	7.515142185	-0.031857815	-2.656157815	-0.122557815	1.604342185	-2.310657815	0.238842185	1.108242185	-3.841957815	-0.725457815
GLT8D1	-1.244980133	-0.240180133	-1.050080133	0.020319867	-0.434280133	-0.584880133	-1.222580133	-0.957080133	0.081119867	-1.161780133	0.276619867	-0.303780133	0.166219867	-0.041080133	-0.391980133	0.228319867	0.356919867	-0.518780133	-0.311480133
MRPS34	-1.469792922	-0.099792922	0.128507078	0.079707078	-0.990492922	-1.144992922	-1.278392922	-1.333192922	-0.765892922	-0.382292922	-0.462892922	-0.909192922	0.116607078	-0.226192922	-0.665292922	1.696707078	-0.063592922	-0.818192922	-0.970092922
LOC100216001	-1.319386227	1.238613773	-0.972386227	-1.800386227	0.800113773	0.428613773	0.730413773	0.369413773	0.521213773	-0.069586227	1.120913773	-0.054986227	-0.917586227	1.401413773	1.862013773	-1.065686227	-0.218486227	0.380313773	-1.087786227
ZNHIT2	-1.06004057	1.03965943	0.78885943	1.47425943	-1.35544057	-0.15364057	0.79145943	-0.76024057	-0.18634057	0.56465943	0.09845943	-0.59814057	1.04045943	1.45145943	-0.30854057	2.53295943	0.53865943	0.03405943	0.33015943
MRGPRF	4.418733882	2.907533882	3.136233882	3.461733882	5.868333882	5.802933882	3.076733882	5.274433882	4.037133882	1.905233882	4.663633882	5.131333882	3.361633882	4.709033882	5.014033882	3.626433882	2.747033882	5.769133882	4.322733882
GTPBP4	0.403723168	0.219623168	-0.139076832	0.020423168	-0.586876832	-0.531076832	1.310823168	-0.014976832	-0.288976832	0.956223168	0.220323168	-0.212376832	0.779223168	0.302523168	-0.219376832	1.685223168	0.295923168	-0.370076832	0.582223168
GTPBP3	-1.498950417	0.008349583	-0.430850417	0.074149583	-1.314350417	-1.859350417	-0.779250417	-1.103550417	-0.443350417	-0.600850417	-0.579450417	-1.104550417	-0.152150417	-0.299650417	-0.570850417	0.550349583	0.200149583	-1.246850417	-0.472750417
MLKL	0.192908014	0.969308014	1.134408014	0.048208014	-1.084691986	-0.811791986	0.993308014	-0.349291986	0.322308014	1.575808014	0.205508014	-0.190891986	0.175308014	0.980408014	-0.081991986	1.830508014	0.664908014	-1.152191986	0.362208014
EIF4A1	0.573896426	0.497096426	0.818596426	0.234896426	-0.673303574	-0.689603574	1.326696426	-0.219603574	-0.207203574	1.330596426	0.300596426	-0.210503574	1.002596426	0.577196426	-0.315903574	0.554496426	-0.619003574	-0.772403574	0.555896426
PARP10	-1.471149091	0.569050909	-0.593149091	0.332550909	-1.888149091	-1.882949091	-0.358649091	-1.623249091	-0.254349091	-0.415649091	-0.392149091	-1.052849091	-0.086349091	0.299850909	-0.465349091	1.427050909	0.091250909	-2.322849091	0.200350909
BCL6	2.853194623	0.918094623	0.802394623	0.999094623	0.114994623	1.373794623	0.320294623	2.333494623	0.569694623	-0.054005377	0.331994623	1.276394623	0.780694623	0.952494623	1.847194623	-0.107905377	1.688894623	0.785794623	0.797394623
BCL3	2.575309161	2.768909161	1.389509161	-0.165190839	-0.436790839	-1.488390839	1.879009161	1.264009161	0.495809161	2.141409161	1.144809161	0.743409161	2.534109161	2.153509161	1.151309161	2.845909161	1.765909161	-1.363590839	1.861409161
ZNF282	-1.02755478	0.30394522	-0.25595478	0.57084522	-0.24015478	-0.10185478	0.93954522	-0.77085478	0.03454522	-0.10675478	-0.11835478	-0.16865478	0.48744522	0.18614522	-0.09925478	0.87494522	-0.31865478	-0.29565478	-0.02615478
NPEPL1	0.603337417	0.300237417	0.376837417	0.442037417	0.750937417	1.040637417	0.254437417	0.832337417	-0.023462583	-0.320162583	-0.489762583	0.347837417	0.135937417	0.404737417	0.434837417	1.012237417	0.128137417	0.787037417	0.153837417
CDX2	-2.252790402	1.290309598	-2.252790402	-2.252790402	-1.467390402	-2.252790402	-0.491690402	-2.252790402	-0.253090402	-2.252790402	3.735109598	-1.130790402	1.687009598	-1.278390402	-0.516190402	1.015109598	-0.185890402	-0.784590402	-2.252790402
LRFN2	-2.143255856	1.118844144	2.502344144	1.380844144	-2.143255856	-2.143255856	-1.009255856	-2.143255856	0.730844144	0.849044144	1.298144144	-1.475855856	2.050444144	-1.168855856	-2.143255856	1.551844144	0.957044144	-0.675055856	-2.143255856
HNRNPA3P1	0.699011284	0.687611284	1.013511284	0.483611284	0.597011284	-0.076188716	0.205811284	0.327311284	0.176911284	0.982811284	1.050311284	0.448911284	1.142211284	0.891411284	0.012711284	0.832811284	0.795611284	0.032211284	0.461311284
FAAH2	-3.890442341	1.408957659	0.899557659	1.322457659	-4.844942341	-4.280742341	1.221357659	-4.651842341	0.835657659	1.205757659	0.415657659	-1.215642341	1.997557659	0.628757659	0.431157659	1.285457659	1.464057659	-3.665042341	1.259557659
OAS1	-3.461646266	2.149853734	1.061353734	1.492253734	-2.207146266	-2.512846266	2.578253734	-2.025546266	0.613853734	0.136953734	0.733153734	-1.364546266	2.161753734	0.481953734	0.716953734	0.957153734	0.489553734	-2.246046266	0.952153734
OAS3	-1.960482989	1.177917011	0.121617011	0.096317011	-1.448782989	-2.240882989	0.437017011	-1.907282989	0.779017011	-0.132282989	0.467817011	-0.859882989	0.047917011	-0.217982989	-1.093082989	-0.696482989	0.045717011	-2.879382989	0.461517011
OAS2	-1.922972782	2.172827218	0.214427218	0.787727218	-1.783272782	-1.852772782	0.110527218	-1.828972782	0.753927218	-0.094572782	0.786127218	-0.605072782	0.450427218	0.329827218	-0.220272782	0.800427218	0.250827218	-2.245272782	0.134527218
NBPF4	-1.322936949	-0.568036949	1.175663051	-0.713936949	-1.322936949	-1.322936949	-0.188936949	-0.416136949	-0.908036949	-0.773236949	-1.322936949	-0.655536949	2.206663051	-1.322936949	0.646263051	2.372163051	0.439363051	-1.322936949	1.990663051
FBXL8	-1.130712329	-0.306512329	0.127187671	0.300587671	-0.907612329	-1.411612329	-1.065812329	-2.342912329	-0.542612329	-3.017212329	-1.235112329	-0.599412329	-0.725712329	0.331987671	-1.499412329	1.591887671	-0.389112329	-0.807712329	-1.417712329
OASL	-2.996351963	3.585648037	-0.312951963	1.374848037	-3.285051963	-2.781051963	3.724248037	-2.033351963	2.106648037	2.801048037	1.008448037	-1.293551963	3.731048037	1.188148037	0.383848037	1.397848037	0.070048037	-3.165951963	1.581448037
CSNK1G2	-0.753145806	0.030954194	0.315554194	-0.249145806	-0.874845806	-1.272445806	0.435854194	-0.824045806	-0.474345806	0.047154194	-0.311945806	-1.124945806	-0.178945806	0.354954194	-0.568345806	1.178154194	0.535854194	-0.861345806	-0.298645806
ANKK1	-2.105782411	-0.034082411	0.955417589	2.614317589	-1.655882411	-0.323282411	1.047117589	-1.089082411	1.533717589	0.653717589	-0.518382411	-0.045782411	1.213117589	0.590617589	1.067417589	3.752417589	1.296617589	-0.291582411	0.366617589
SERPINB3	-2.991200367	8.215399633	12.23459963	-2.991200367	-2.991200367	-2.991200367	6.171899633	-2.991200367	-0.592800367	12.97609963	4.269299633	0.543399633	1.594299633	6.134599633	4.523899633	2.835999633	7.711699633	-2.077900367	4.756899633
SERPINB2	0.982315365	3.505515365	8.597415365	-1.855384635	-1.929184635	-2.423184635	9.067415365	-1.362384635	3.119115365	10.71511536	3.568815365	-1.753184635	6.043015365	2.938215365	2.855915365	-0.722484635	10.27591536	-2.306984635	8.360815365
SERPINB5	-4.07746192	7.48413808	7.71083808	5.13913808	-3.23926192	-5.44646192	8.98873808	-4.53966192	6.08253808	8.82533808	5.80453808	2.78713808	7.82793808	5.93283808	5.27703808	2.60123808	7.56603808	-3.97826192	8.66973808
SERPINB4	-2.392946446	5.333053554	10.77685355	-0.534546446	-2.392946446	-2.392946446	4.738253554	-2.392946446	-1.914546446	11.90495355	1.861253554	-0.414346446	-1.362846446	5.441253554	3.250353554	2.038953554	4.129953554	-2.392946446	3.477153554
SERPINB7	-2.569167522	1.015832478	5.141832478	-2.569167522	-1.783767522	-2.569167522	-2.569167522	-2.569167522	-2.569167522	2.515332478	-0.894767522	-2.569167522	-2.061367522	-2.569167522	-1.906367522	0.233232478	1.213132478	-2.569167522	-1.856567522
C18orf10	-0.667606734	-0.229806734	0.203793266	0.342093266	0.351793266	-0.207106734	-0.298306734	-0.970506734	-0.173706734	-0.144206734	0.664493266	-0.241506734	0.221393266	-0.277606734	-0.275906734	-0.604506734	0.875593266	-0.146306734	-0.141906734
ATP8B1	0.948396691	2.855396691	1.405196691	3.248296691	-0.000103309	0.667696691	3.150496691	1.135996691	3.394196691	1.600496691	1.680196691	1.794896691	2.681096691	1.809496691	1.387796691	-0.193303309	2.818896691	0.338596691	2.838096691
STC1	4.036953703	-1.228946297	-0.456646297	0.063953703	0.354353703	1.969753703	5.902753703	1.332553703	2.901053703	2.435753703	3.971653703	2.290253703	3.019653703	2.603353703	1.507953703	1.512953703	0.738853703	0.733153703	3.489453703
DES	11.84645114	7.939651143	8.862751143	8.011751143	12.17155114	12.45555114	5.967751143	12.20245114	9.925151143	6.339151143	8.451651143	11.00125114	6.667751143	9.193051143	11.41095114	6.893651143	6.092151143	13.16055114	6.001351143
KLHDC4	-0.064193258	0.494806742	-0.235193258	-0.101893258	-0.563793258	-0.130993258	0.075906742	-0.275393258	-0.336793258	0.312706742	-0.223793258	-0.007193258	0.930206742	0.619506742	-0.203193258	2.449706742	-0.073093258	0.088006742	-0.083893258
LRP5L	-1.292530347	0.952469653	-1.658730347	1.065369653	-1.546830347	-0.328030347	1.393969653	-1.066130347	0.824569653	-0.795730347	-0.853430347	0.319869653	0.045969653	0.592769653	0.298669653	0.527069653	-0.602830347	-0.646930347	0.994769653
DDX60L	-1.36408906	0.89301094	-1.08758906	-0.17018906	-1.76708906	-0.81668906	0.21221094	-1.24328906	0.21061094	-0.36668906	-0.01968906	-0.47618906	-1.39068906	-0.07448906	-0.47368906	-0.32038906	0.08971094	-1.54728906	-0.40728906
KLHL31	-0.98815055	2.26314945	-0.30385055	2.16474945	-4.32465055	-0.82305055	1.64994945	-0.91545055	1.44524945	-1.95325055	-0.85445055	-0.35145055	0.73804945	0.47694945	0.58964945	-1.15985055	1.48194945	-2.14395055	0.70014945
AGAP11	1.111745595	4.552245595	0.755945595	4.975045595	0.341045595	0.553145595	5.159845595	0.720145595	3.677145595	2.385245595	1.622545595	2.148545595	2.141345595	2.626245595	3.007645595	2.293645595	2.342845595	0.907145595	4.664245595
TMEM97	-1.958409544	-0.115209544	-0.945209544	3.490090457	0.159590456	-2.028509544	1.793690457	-2.171609544	2.133690457	-1.972909544	1.800490457	-0.123309544	2.758090457	0.106790456	-0.125209544	1.817690457	1.587690457	-1.801409544	0.877890456
IVL	-1.433212353	10.88058765	11.00508765	8.220487647	-1.343012353	-3.007812353	9.134187647	-3.007812353	9.032687647	13.01938765	5.591587647	4.676587647	9.734487647	5.913587647	4.474687647	4.323387647	8.238187647	-0.827112353	9.127587647
REG4	-2.3185281	1.1368719	-1.4905281	1.2699719	-1.5331281	-2.3185281	1.7798719	-2.3185281	1.5879719	-0.5877281	-0.6441281	0.3354719	3.0713719	0.0987719	0.0267719	0.7352719	1.7981719	-2.3185281	2.1036719
PPP2R1A	-0.019993523	0.169106477	0.166706477	0.320006477	0.020306477	0.162406477	0.046506477	0.004806477	-0.158893523	0.376106477	0.102206477	0.307906477	0.397106477	0.073206477	0.107206477	0.490906477	-0.029793523	0.314006477	-0.021093523
TFPT	-0.656736184	0.056563816	-0.804136184	-0.155736184	-0.411336184	-0.524436184	-0.659936184	-0.483336184	-0.612336184	-0.397936184	-0.360836184	-0.479236184	0.464263816	0.241763816	0.119063816	2.211263816	0.644963816	-0.505336184	-0.475236184
ACD	-0.354357948	-0.268557948	-0.751757948	-0.020057948	0.017342052	0.155742052	-0.189157948	-0.239957948	-0.507557948	-0.453857948	-0.222857948	0.122842052	0.558542052	0.241642052	0.185942052	1.230442052	0.321642052	0.070742052	0.111642052
ATP5I	-0.029125611	0.088974389	1.251074389	0.370474389	-0.266925611	-0.213425611	-0.941825611	-0.369825611	-0.326125611	0.430974389	0.125374389	-0.077225611	0.862974389	-0.073525611	-0.074425611	1.216174389	0.072474389	-0.160725611	-0.226025611
ATP5H	0.44688874	0.06198874	0.87858874	0.00328874	0.16098874	0.05898874	-0.74791126	-0.04681126	-0.39371126	0.52668874	0.03498874	-0.01541126	0.62588874	-0.07711126	0.02908874	0.45128874	0.41528874	0.07778874	-0.53471126
ME3	1.013590995	1.330590995	-1.511909005	1.374890995	0.854990995	0.767390995	1.629690995	0.719290995	1.131790995	-1.129609005	0.085990995	1.088590995	1.079190995	0.811490995	1.230690995	1.378290995	0.342090995	1.324590995	1.303190995
GNAI3	0.50713684	0.05653684	0.88823684	-0.20176316	0.22733684	-0.01506316	0.45333684	0.22013684	-0.17926316	1.11393684	0.33823684	0.05493684	0.14833684	-0.02546316	-0.07146316	-0.10756316	0.21143684	0.00963684	0.13773684
ATP5E	-0.02971247	0.08278753	0.45278753	0.04148753	-0.20291247	-0.24561247	-0.60341247	-0.15341247	-0.51091247	0.28128753	-0.06411247	-0.07931247	0.57188753	0.31368753	-0.03691247	1.67748753	0.54668753	-0.20011247	-0.03661247
AURKAIP1	-0.555465673	0.185734327	0.519134327	0.058834327	-0.449965673	-0.732165673	-0.261965673	-0.565265673	-0.777165673	0.232134327	0.102534327	-0.733965673	0.813034327	0.284534327	-0.449665673	1.958234327	0.038334327	-0.378965673	-0.479565673
HLA-C	-1.114838205	0.790161795	-1.147238205	-0.212838205	-1.549738205	-1.564838205	0.096861795	-1.804438205	-0.941438205	-0.062238205	0.772161795	-0.262238205	0.136061795	0.926461795	-0.101738205	1.124761795	-0.115838205	-1.375338205	-0.273538205
SLC7A4	-1.194940078	2.842759922	4.592759922	3.592959922	-0.971740078	-1.564340078	3.118259922	-0.827740078	2.815059922	3.540959922	1.135459922	1.686859922	4.537559922	1.797559922	0.952059922	1.024059922	3.749659922	-1.913640078	3.087359922
PFDN4	-0.244759087	-0.564059087	-0.346859087	0.194540913	-0.265459087	0.144740913	-0.850859087	-0.141159087	-0.338459087	-0.281259087	0.397440913	-0.117259087	0.746540913	0.098040913	0.070640913	1.032840913	0.490440913	0.100640913	-0.022259087
PFDN6	-0.938096192	-0.433296192	0.179003808	-0.092396192	-0.841696192	-0.915596192	-1.022496192	-0.885596192	-0.854796192	-0.341296192	-0.710996192	-0.706096192	0.360203808	-0.448396192	-0.672696192	0.523903808	-0.071496192	-0.832796192	-0.669396192
GAGE12J	-0.459725868	-0.459725868	-0.459725868	0.149274132	-0.459725868	-0.459725868	-0.459725868	-0.459725868	-0.459725868	-0.459725868	-0.459725868	-0.459725868	0.868274132	-0.459725868	-0.459725868	-0.459725868	-0.459725868	-0.459725868	-0.459725868
NFKBID	-0.04158316	0.49861684	-1.45638316	0.44581684	-2.00648316	-0.06698316	1.99531684	0.11441684	0.36151684	0.88721684	0.58921684	0.39041684	-0.34958316	1.68911684	1.00281684	2.41501684	0.20531684	-2.43728316	2.24411684
NFKBIE	0.246944744	-0.459355256	-0.865055256	-0.724055256	-1.768955256	-2.224155256	0.269644744	-0.337555256	-1.343755256	-0.806855256	0.226944744	-0.324055256	0.032644744	0.537644744	-0.438755256	1.933944744	-0.569655256	-1.644855256	0.114144744
GAGE12D	-0.703077316	-0.703077316	-0.703077316	-0.703077316	-0.703077316	-0.703077316	-0.703077316	-0.703077316	-0.703077316	-0.703077316	-0.703077316	-0.703077316	-0.703077316	-0.703077316	-0.703077316	-0.703077316	-0.703077316	-0.703077316	-0.703077316
